Name,Description,Crop/variety,Season,length FB,Nr plants FB,Area/Location
2022-W14 Mizuna green HVE13-S,Length (m): 3.56; Nr of plants: 113,Mizuna green,SPRING,3.56,113,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Mizuna purple HVE13-S,Length (m): 4.01; Nr of plants: 128,Mizuna purple,SPRING,4.01,128,HortasDoVale-East (HDVE) - bed 13 south section
2022-W14 Onion HVE11,Length (m): 57; Nr of plants: 1824,Onion,SPRING,57,1824,HortasDoVale-East (HDVE) - bed 11
2022-W14 Onion HVE11-S,Length (m): 28.5; Nr of plants: 912,Onion,SPRING,28.5,912,HortasDoVale-East (HDVE) - bed 11 south section
2022-W14 Pack choi HVE24,Length (m): 24; Nr of plants: 384,Pack choi,SPRING,24,384,HortasDoVale-East (HDVE) - bed 24
2022-W14 Rucula HVE23-N,Length (m): 8.02; Nr of plants: 256,Rucula,SPRING,8.02,256,HortasDoVale-East (HDVE) - bed 23 north section
2022-W14 Salanova HVW08-N,Length (m): 14.3; Nr of plants: 64,Salanova,SPRING,14.3,64,HortasDoVale-West (HDVW) - bed 8 north section
2022-W14 Spinaches HVE23-S,Length (m): 9.35; Nr of plants: 299,Spinaches,SPRING,9.35,299,HortasDoVale-East (HDVE) - bed 23 south section
2022-W14 Tomatoes varied HVW08,Length (m): 57; Nr of plants: 56,Tomatoes varied,SPRING,57,56,HortasDoVale-West (HDVW) - bed 8
2022-W15 Land cress HVE24-N,Length (m): 2.23; Nr of plants: 71,Land cress,SPRING,2.23,71,HortasDoVale-East (HDVE) - bed 24 north section
2022-W15 Leek HVE13-N,Length (m): 27.6; Nr of plants: 883,Leek,SPRING,27.6,883,HortasDoVale-East (HDVE) - bed 13 north section
2022-W16 Aubergine HVW03,Length (m): 57; Nr of plants: 152,Aubergine,SPRING,57,152,HortasDoVale-West (HDVW) - bed 3
2022-W16 Carrot HVE04,Length (m): 55.2; Nr of plants: 8280,Carrot,SPRING,55.2,8280,HortasDoVale-East (HDVE) - bed 4
2022-W16 Sweet corn HVW01,Length (m): 57; Nr of plants: 456,Sweet corn,SPRING,57,456,HortasDoVale-West (HDVW) - bed 1
2022-W16 Turnip HVE10-N,Length (m): 27.6; Nr of plants: 3588,Turnip,SPRING,27.6,3588,HortasDoVale-East (HDVE) - bed 10 north section
2022-W17 Cucumber HVW11-N,Length (m): 11.6; Nr of plants: 52,Cucumber,SPRING,11.6,52,HortasDoVale-West (HDVW) - bed 11 north section
2022-W17 Green beans dwarf normal HVW11-S,Length (m): 27.6; Nr of plants: 124,Green beans dwarf normal,SPRING,27.6,124,HortasDoVale-West (HDVW) - bed 11 south section
2022-W17 Hot peppers HVW12-S,Length (m): 8.91; Nr of plants: 22,Hot peppers,SPRING,8.91,22,HortasDoVale-West (HDVW) - bed 12 south section
2022-W17 Padron peppers HVW12-S,Length (m): 8.91; Nr of plants: 22,Padron peppers,SPRING,8.91,22,HortasDoVale-West (HDVW) - bed 12 south section
2022-W17 Peppers HVW10,Length (m): 28.6; Nr of plants: 70,Peppers,SPRING,28.6,70,HortasDoVale-West (HDVW) - bed 10
2022-W17 Peppers HVW12,Length (m): 28.6; Nr of plants: 70,Peppers,SPRING,28.6,70,HortasDoVale-West (HDVW) - bed 12
2022-W17 Tomato roma HVW10,Length (m): 21.4; Nr of plants: 52,Tomato roma,SPRING,21.4,52,HortasDoVale-West (HDVW) - bed 10
2022-W17 Tomato roma HVW12,Length (m): 21.4; Nr of plants: 52,Tomato roma,SPRING,21.4,52,HortasDoVale-West (HDVW) - bed 12
2022-W17 Tomatoes small HVW10,Length (m): 7.12; Nr of plants: 16,Tomatoes small,SPRING,7.12,16,HortasDoVale-West (HDVW) - bed 10
2022-W17 Tomatoes small HVW12,Length (m): 7.12; Nr of plants: 16,Tomatoes small,SPRING,7.12,16,HortasDoVale-West (HDVW) - bed 12
2022-W17 Zucchini HVW11-N,Length (m): 16; Nr of plants: 20,Zucchini,SPRING,16,20,HortasDoVale-West (HDVW) - bed 11 north section
2022-W18 Beetroot HVW02-N,Length (m): 18.3; Nr of plants: 292,Beetroot,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 north section
2022-W18 Celery HVW02-S,Length (m): 18.3; Nr of plants: 292,Celery,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 south section
2022-W18 Fennel bulb HVW02-N,Length (m): 9.35; Nr of plants: 149,Fennel bulb,SPRING,9.35,149,HortasDoVale-West (HDVW) - bed 2 north section
2022-W18 Lettuce HVW02-S,Length (m): 18.3; Nr of plants: 292,Lettuce,SPRING,18.3,292,HortasDoVale-West (HDVW) - bed 2 south section
2022-W18 Radishes SGH3-N,Length (m): 11.1; Nr of plants: 1332,Radishes,SPRING,11.1,1332,Summer Green House (SGH) - bed 3 north section
2022-W18 Spinaches HVE22-S,Length (m): 18.3; Nr of plants: 585,Spinaches,SPRING,18.3,585,HortasDoVale-East (HDVE) - bed 22 south section
2022-W19 Aubergine HVW05,Length (m): 57; Nr of plants: 170,Aubergine,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W19 Curly kale HVW13-S,Length (m): 13.9; Nr of plants: 125,Curly kale,SPRING,13.9,125,HortasDoVale-West (HDVW) - bed 13 south section
2022-W19 Dinosaur kale HVW13-S,Length (m): 13.9; Nr of plants: 125,Dinosaur kale,SPRING,13.9,125,HortasDoVale-West (HDVW) - bed 13 south section
2022-W19 Leek HVE13-S,Length (m): 8.02; Nr of plants: 256,Leek,SPRING,8.02,256,HortasDoVale-East (HDVE) - bed 13 south section
2022-W19 Lettuce SGH3-S,Length (m): 12; Nr of plants: 192,Lettuce,SPRING,12,192,Summer Green House (SGH) - bed 3 south section
2022-W19 Melon long HVW23-S,Length (m): 28.5; Nr of plants: 28,Melon long,SPRING,28.5,28,HortasDoVale-West (HDVW) - bed 23 south section
2022-W19 Melon round HVW23-N,Length (m): 28.5; Nr of plants: 28,Melon round,SPRING,28.5,28,HortasDoVale-West (HDVW) - bed 23 north section
2022-W19 Onion HVE21-S,Length (m): 26.7; Nr of plants: 854,Onion,SPRING,26.7,854,HortasDoVale-East (HDVE) - bed 21 south section
2022-W19 Onion HVE22-N,Length (m): 26.7; Nr of plants: 854,Onion,SPRING,26.7,854,HortasDoVale-East (HDVE) - bed 22 north section
2022-W19 Pack choi HVE22-S,Length (m): 9.35; Nr of plants: 149,Pack choi,SPRING,9.35,149,HortasDoVale-East (HDVE) - bed 22 south section
2022-W19 Rucula HVE23-S,Length (m): 4.45; Nr of plants: 142,Rucula,SPRING,4.45,142,HortasDoVale-East (HDVE) - bed 23 south section
2022-W19 Rucula HVE24-S,Length (m): 4.45; Nr of plants: 142,Rucula,SPRING,4.45,142,HortasDoVale-East (HDVE) - bed 24 south section
2022-W19 Salanova SGH2-S,Length (m): 12; Nr of plants: 192,Salanova,SPRING,12,192,Summer Green House (SGH) - bed 2 south section
2022-W19 Spring onion HVE13-S,Length (m): 8.02; Nr of plants: 384,Spring onion,SPRING,8.02,384,HortasDoVale-East (HDVE) - bed 13 south section
2022-W19 Sweet corn HVW01,Length (m): 57; Nr of plants: 456,Sweet corn,SPRING,57,456,HortasDoVale-West (HDVW) - bed 1
2022-W19 Watermelon HVW09,Length (m): 57; Nr of plants: 56,Watermelon,SPRING,57,56,HortasDoVale-West (HDVW) - bed 9
2022-W20 Beetroot HVE09-N,Length (m): 18.3; Nr of plants: 292,Beetroot,SPRING,18.3,292,HortasDoVale-East (HDVE) - bed 9 north section
2022-W20 Beetroot HVW05,Length (m): 57; Nr of plants: 170,Beetroot,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W20 Butternut squash HVE17,Length (m): 12.46; Nr of plants: 12,Butternut squash,SPRING,12.46,12,HortasDoVale-East (HDVE) - bed 17
2022-W20 Butternut squash HVW01-S,Length (m): 8.91; Nr of plants: 8,Butternut squash,SPRING,8.91,8,HortasDoVale-West (HDVW) - bed 1 south section
2022-W20 Carrot HVE04,Length (m): 55.2; Nr of plants: 8280,Carrot,SPRING,55.2,8280,HortasDoVale-East (HDVE) - bed 4
2022-W20 Celery HVW05,Length (m): 57; Nr of plants: 170,Celery,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W20 Cucumber HVW01-S,Length (m): 5.34; Nr of plants: 10,Cucumber,SPRING,5.34,10,HortasDoVale-West (HDVW) - bed 1 south section
2022-W20 Hokkaido squash HVE17,Length (m): 33.8; Nr of plants: 32,Hokkaido squash,SPRING,33.8,32,HortasDoVale-East (HDVE) - bed 17
2022-W20 Hokkaido squash HVW01,Length (m): 57; Nr of plants: 56,Hokkaido squash,SPRING,57,56,HortasDoVale-West (HDVW) - bed 1
2022-W20 Lettuce HVW05,Length (m): 57; Nr of plants: 170,Lettuce,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W20 Muscade Pumpkin HVE17,Length (m): 8.9; Nr of plants: 8,Muscade Pumpkin,SPRING,8.9,8,HortasDoVale-East (HDVE) - bed 17
2022-W20 Salanova HVW05,Length (m): 57; Nr of plants: 170,Salanova,SPRING,57,170,HortasDoVale-West (HDVW) - bed 5
2022-W20 Swiss chard HVE14-N,Length (m): 27.6; Nr of plants: 248,Swiss chard,SPRING,27.6,248,HortasDoVale-East (HDVE) - bed 14 north section
2022-W20 Tomato roma HVW22,Length (m): 57; Nr of plants: 114,Tomato roma,SPRING,57,114,HortasDoVale-West (HDVW) - bed 22
2022-W20 Turnip HVE08-S,Length (m): 18.3; Nr of plants: 2196,Turnip,SPRING,18.3,2196,HortasDoVale-East (HDVE) - bed 8 south section
2022-W20 Zucchini HVW01-S,Length (m): 1.78; Nr of plants: 2,Zucchini,SPRING,1.78,2,HortasDoVale-West (HDVW) - bed 1 south section
2022-W21 Basil HVW08,Length (m): 57; Nr of plants: 456,Basil,SPRING,57,456,HortasDoVale-West (HDVW) - bed 8
2022-W21 Basil HVW15-N,Length (m): 28.5; Nr of plants: 228,Basil,SPRING,28.5,228,HortasDoVale-West (HDVW) - bed 15 north section
2022-W21 Radishes HVE08-S,Length (m): 13.8; Nr of plants: 1656,Radishes,SPRING,13.8,1656,HortasDoVale-East (HDVE) - bed 8 south section
2022-W21 Tomatoes small HVW08,Length (m): 57; Nr of plants: 56,Tomatoes small,SPRING,57,56,HortasDoVale-West (HDVW) - bed 8
2022-W21 Tomatoes small HVW15,Length (m): 57; Nr of plants: 56,Tomatoes small,SPRING,57,56,HortasDoVale-West (HDVW) - bed 15
2022-W21 Tomatoes varied HVW08,Length (m): 57; Nr of plants: 56,Tomatoes varied,SPRING,57,56,HortasDoVale-West (HDVW) - bed 8
2022-W21 Tomatoes varied HVW15,Length (m): 57; Nr of plants: 56,Tomatoes varied,SPRING,57,56,HortasDoVale-West (HDVW) - bed 15
2022-W22 Celery HVW13-N,Length (m): 12.5; Nr of plants: 200,Celery,SPRING,12.5,200,HortasDoVale-West (HDVW) - bed 13 north section
2022-W22 Coriander HVE24-N,Length (m): 2.23; Nr of plants: 71,Coriander,SPRING,2.23,71,HortasDoVale-East (HDVE) - bed 24 north section
2022-W22 Lettuce HVE24-N,Length (m): 2.23; Nr of plants: 35,Lettuce,SPRING,2.23,35,HortasDoVale-East (HDVE) - bed 24 north section
2022-W22 Melon long HVW21-S,Length (m): 28.5; Nr of plants: 28,Melon long,SPRING,28.5,28,HortasDoVale-West (HDVW) - bed 21 south section
2022-W22 Melon round HVW17,Length (m): 14.26; Nr of plants: 14,Melon round,SPRING,14.26,14,HortasDoVale-West (HDVW) - bed 17
2022-W22 Melon round HVW21-N,Length (m): 28.5; Nr of plants: 28,Melon round,SPRING,28.5,28,HortasDoVale-West (HDVW) - bed 21 north section
2022-W22 Pack choi HVE23-N,Length (m): 8.02; Nr of plants: 128,Pack choi,SPRING,8.02,128,HortasDoVale-East (HDVE) - bed 23 north section
2022-W22 Parsley HVW13-N,Length (m): 12.5; Nr of plants: 200,Parsley,SPRING,12.5,200,HortasDoVale-West (HDVW) - bed 13 north section
2022-W22 Rucula HVE24-N,Length (m): 2.23; Nr of plants: 71,Rucula,SPRING,2.23,71,HortasDoVale-East (HDVE) - bed 24 north section
2022-W22 Salanova HVE23-N,Length (m): 8.02; Nr of plants: 128,Salanova,SPRING,8.02,128,HortasDoVale-East (HDVE) - bed 23 north section
2022-W22 Watermelon HVW17,Length (m): 57; Nr of plants: 56,Watermelon,SPRING,57,56,HortasDoVale-West (HDVW) - bed 17
2022-W23 Celery HVW03,Length (m): 8.9; Nr of plants: 24,Celery,SPRING,8.9,24,HortasDoVale-West (HDVW) - bed 3
2022-W23 Cucumber HVW11-S,Length (m): 9.8; Nr of plants: 39,Cucumber,SPRING,9.8,39,HortasDoVale-West (HDVW) - bed 11 south section
2022-W23 Horseradish HVE04-N,Length (m): 9; Nr of plants: 1080,Horseradish,SPRING,9,1080,HortasDoVale-East (HDVE) - bed 4 north section
2022-W23 Lettuce HVW03-S,Length (m): 16; Nr of plants: 43,Lettuce,SPRING,16,43,HortasDoVale-West (HDVW) - bed 3 south section
2022-W23 Zucchini HVW11-S,Length (m): 21.4; Nr of plants: 26,Zucchini,SPRING,21.4,26,HortasDoVale-West (HDVW) - bed 11 south section
2022-W24 Mizuna green SGH1-S,Length (m): 4.45; Nr of plants: 142,Mizuna green,SUMMER,4.45,142,Summer Green House (SGH) - bed 1 south section
2022-W24 Mizuna purple SGH1-S,Length (m): 4.45; Nr of plants: 142,Mizuna purple,SUMMER,4.45,142,Summer Green House (SGH) - bed 1 south section
2022-W25 Beetroot HVE08-N,Length (m): 27.6; Nr of plants: 441,Beetroot,SUMMER,27.6,441,HortasDoVale-East (HDVE) - bed 8 north section
2022-W25 Pack choi SGH4-S,Length (m): 11.1; Nr of plants: 177,Pack choi,SUMMER,11.1,177,Summer Green House (SGH) - bed 4 south section
2022-W25 Radishes SGH1-N,Length (m): 11.6; Nr of plants: 185,Radishes,SUMMER,11.6,185,Summer Green House (SGH) - bed 1 north section
2022-W25 Rucula SGH3-S,Length (m): 12; Nr of plants: 384,Rucula,SUMMER,12,384,Summer Green House (SGH) - bed 3 south section
2022-W25 Salanova SGH3-N,Length (m): 8.02; Nr of plants: 128,Salanova,SUMMER,8.02,128,Summer Green House (SGH) - bed 3 north section
2022-W25 Spinaches SGH2-N,Length (m): 8.02; Nr of plants: 256,Spinaches,SUMMER,8.02,256,Summer Green House (SGH) - bed 2 north section
2022-W26 Coriander SGH2-N,Length (m): 2.67; Nr of plants: 85,Coriander,SUMMER,2.67,85,Summer Green House (SGH) - bed 2 north section
2022-W26 Lettuce HVE09-N,Length (m): 8.91; Nr of plants: 142,Lettuce,SUMMER,8.91,142,HortasDoVale-East (HDVE) - bed 9 north section
2022-W26 Pack choi SGH1-N,Length (m): 4.45; Nr of plants: 71,Pack choi,SUMMER,4.45,71,Summer Green House (SGH) - bed 1 north section
2022-W27 Celery SGH4-N,Length (m): 7.57; Nr of plants: 121,Celery,SUMMER,7.57,121,Summer Green House (SGH) - bed 4 north section
2022-W27 Coriander HVE23-S,Length (m): 9; Nr of plants: 288,Coriander,SUMMER,9,288,HortasDoVale-East (HDVE) - bed 23 south section
2022-W27 Lettuce HVE04-N,Length (m): 12.5; Nr of plants: 200,Lettuce,SUMMER,12.5,200,HortasDoVale-East (HDVE) - bed 4 north section
2022-W27 Lettuce SGH4-N,Length (m): 4.9; Nr of plants: 78,Lettuce,SUMMER,4.9,78,Summer Green House (SGH) - bed 4 north section
2022-W27 Mizuna green HVE23-S,Length (m): 4.45; Nr of plants: 142,Mizuna green,SUMMER,4.45,142,HortasDoVale-East (HDVE) - bed 23 south section
2022-W27 Mizuna purple HVE23-S,Length (m): 4.45; Nr of plants: 142,Mizuna purple,SUMMER,4.45,142,HortasDoVale-East (HDVE) - bed 23 south section
2022-W28 Leek HVE03,Length (m): 55.2; Nr of plants: 1766,Leek,SUMMER,55.2,1766,HortasDoVale-East (HDVE) - bed 3
2022-W28 Lettuce HVE21-N,Length (m): 5.34; Nr of plants: 85,Lettuce,SUMMER,5.34,85,HortasDoVale-East (HDVE) - bed 21 north section
2022-W28 Pack choi SGH1-S,Length (m): 4.45; Nr of plants: 71,Pack choi,SUMMER,4.45,71,Summer Green House (SGH) - bed 1 south section
2022-W28 Radishes HVE21-N,Length (m): 16; Nr of plants: 1920,Radishes,SUMMER,16,1920,HortasDoVale-East (HDVE) - bed 21 north section
2022-W28 Rucula HVE23-S,Length (m): 9; Nr of plants: 288,Rucula,SUMMER,9,288,HortasDoVale-East (HDVE) - bed 23 south section
2022-W28 Salanova HVE21-N,Length (m): 10.7; Nr of plants: 171,Salanova,SUMMER,10.7,171,HortasDoVale-East (HDVE) - bed 21 north section
2022-W28 Spinaches HVE23-N,Length (m): 9; Nr of plants: 288,Spinaches,SUMMER,9,288,HortasDoVale-East (HDVE) - bed 23 north section
2022-W28 Spring onion HVE03-S,Length (m): 19.6; Nr of plants: 940,Spring onion,SUMMER,19.6,940,HortasDoVale-East (HDVE) - bed 3 south section
2022-W29 Aubergine HVE01-N,Length (m): 27.6; Nr of plants: 73,Aubergine,SUMMER,27.6,73,HortasDoVale-East (HDVE) - bed 1 north section
2022-W29 Beetroot HVE01-N,Length (m): 27.6; Nr of plants: 220,Beetroot,SUMMER,27.6,220,HortasDoVale-East (HDVE) - bed 1 north section
2022-W29 Beetroot HVE01-S,Length (m): 14.3; Nr of plants: 228,Beetroot,SUMMER,14.3,228,HortasDoVale-East (HDVE) - bed 1 south section
2022-W29 Beetroot HVE02-N,Length (m): 4.01; Nr of plants: 32,Beetroot,SUMMER,4.01,32,HortasDoVale-East (HDVE) - bed 2 north section
2022-W29 Celery HVE01-S,Length (m): 16; Nr of plants: 256,Celery,SUMMER,16,256,HortasDoVale-East (HDVE) - bed 1 south section
2022-W29 Dill HVE02-N,Length (m): 4.54; Nr of plants: 145,Dill,SUMMER,4.54,145,HortasDoVale-East (HDVE) - bed 2 north section
2022-W29 Horseradish HVE02-S,Length (m): 12; Nr of plants: 384,Horseradish,SUMMER,12,384,HortasDoVale-East (HDVE) - bed 2 south section
2022-W29 Lettuce HVE01-N,Length (m): 27.6; Nr of plants: 165,Lettuce,SUMMER,27.6,165,HortasDoVale-East (HDVE) - bed 1 north section
2022-W29 Parsley HVE02-N,Length (m): 9; Nr of plants: 288,Parsley,SUMMER,9,288,HortasDoVale-East (HDVE) - bed 2 north section
2022-W30 Basil HVW20-N,Length (m): 28.5; Nr of plants: 151,Basil,SUMMER,28.5,151,HortasDoVale-West (HDVW) - bed 20 north section
2022-W30 Butternut squash HVW19,Length (m): 20; Nr of plants: 20,Butternut squash,SUMMER,20,20,HortasDoVale-West (HDVW) - bed 19
2022-W30 Carrot HVE04-S,Length (m): 27.6; Nr of plants: 4140,Carrot,SUMMER,27.6,4140,HortasDoVale-East (HDVE) - bed 4 south section
2022-W30 Cucumber HVW20-S,Length (m): 8.91; Nr of plants: 40,Cucumber,SUMMER,8.91,40,HortasDoVale-West (HDVW) - bed 20 south section
2022-W30 Fennel bulb HVE02-N,Length (m): 8.02; Nr of plants: 128,Fennel bulb,SUMMER,8.02,128,HortasDoVale-East (HDVE) - bed 2 north section
2022-W30 Hokkaido squash HVW19,Length (m): 40; Nr of plants: 40,Hokkaido squash,SUMMER,40,40,HortasDoVale-West (HDVW) - bed 19
2022-W30 Leek HVE16-N,#VALUE!,Leek,SUMMER,#VALUE!,#VALUE!,HortasDoVale-East (HDVE) - bed 16 north section
2022-W30 Lettuce HVE02-S,Length (m): 12; Nr of plants: 384,Lettuce,SUMMER,12,384,HortasDoVale-East (HDVE) - bed 2 south section
2022-W30 Potato HVE10,Length (m): 55.2; Nr of plants: 220,Potato,SUMMER,55.2,220,HortasDoVale-East (HDVE) - bed 10
2022-W30 Spring onion HVE16-N,#VALUE!,Spring onion,SUMMER,#VALUE!,#VALUE!,HortasDoVale-East (HDVE) - bed 16 north section
2022-W30 Sweet corn HVE10,Length (m): 55.2; Nr of plants: 220,Sweet corn,SUMMER,55.2,220,HortasDoVale-East (HDVE) - bed 10
2022-W30 Tomatoes small HVW20-N,Length (m): 12; Nr of plants: 15,Tomatoes small,SUMMER,12,15,HortasDoVale-West (HDVW) - bed 20 north section
2022-W30 Tomatoes varied HVW20-N,Length (m): 16.5; Nr of plants: 21,Tomatoes varied,SUMMER,16.5,21,HortasDoVale-West (HDVW) - bed 20 north section
2022-W30 Zucchini HVW20-S,Length (m): 23.2; Nr of plants: 30,Zucchini,SUMMER,23.2,30,HortasDoVale-West (HDVW) - bed 20 south section
2022-W32 Carrot HVE16-S,Length (m): 25.8; Nr of plants: 3870,Carrot,SUMMER,25.8,3870,HortasDoVale-East (HDVE) - bed 16 south section
2022-W32 Coriander HVE24-S,Length (m): 9.08; Nr of plants: 290,Coriander,SUMMER,9.08,290,HortasDoVale-East (HDVE) - bed 24 south section
2022-W32 Dinosaur kale HVE15-S,Length (m): 27.6; Nr of plants: 220,Dinosaur kale,SUMMER,27.6,220,HortasDoVale-East (HDVE) - bed 15 south section
2022-W32 Mizuna green HVE24-S,Length (m): 4.01; Nr of plants: 128,Mizuna green,SUMMER,4.01,128,HortasDoVale-East (HDVE) - bed 24 south section
2022-W32 Mizuna purple HVE24-S,Length (m): 4.01; Nr of plants: 128,Mizuna purple,SUMMER,4.01,128,HortasDoVale-East (HDVE) - bed 24 south section
2022-W32 Radishes HVE24-N,Length (m): 9.08; Nr of plants: 1089,Radishes,SUMMER,9.08,1089,HortasDoVale-East (HDVE) - bed 24 north section
2022-W32 Rucula HVE24-S,Length (m): 9.8; Nr of plants: 313,Rucula,SUMMER,9.8,313,HortasDoVale-East (HDVE) - bed 24 south section
2022-W32 Salanova HVE24-N,Length (m): 9.08; Nr of plants: 145,Salanova,SUMMER,9.08,145,HortasDoVale-East (HDVE) - bed 24 north section
2022-W32 Spinaches HVE24-N,Length (m): 9.08; Nr of plants: 290,Spinaches,SUMMER,9.08,290,HortasDoVale-East (HDVE) - bed 24 north section
2022-W32 Swiss chard HVE15-N,Length (m): 27.6; Nr of plants: 220,Swiss chard,SUMMER,27.6,220,HortasDoVale-East (HDVE) - bed 15 north section
2022-W33 Beetroot HVE11,Length (m): 57; Nr of plants: 342,Beetroot,SUMMER,57,342,HortasDoVale-East (HDVE) - bed 11
2022-W33 Cucumber HVE08-S,Length (m): 10.7; Nr of plants: 42,Cucumber,SUMMER,10.7,42,HortasDoVale-East (HDVE) - bed 8 south section
2022-W33 Green cabbage HVE11-N,Length (m): 28.5; Nr of plants: 114,Green cabbage,SUMMER,28.5,114,HortasDoVale-East (HDVE) - bed 11 north section
2022-W33 Kolrabi HVE11,Length (m): 57; Nr of plants: 228,Kolrabi,SUMMER,57,228,HortasDoVale-East (HDVE) - bed 11
2022-W33 Lettuce HVE11-N,Length (m): 28.5; Nr of plants: 114,Lettuce,SUMMER,28.5,114,HortasDoVale-East (HDVE) - bed 11 north section
2022-W33 Lettuce HVE11-S,Length (m): 28.5; Nr of plants: 114,Lettuce,SUMMER,28.5,114,HortasDoVale-East (HDVE) - bed 11 south section
2022-W33 Tomato roma HVE25,Length (m): 53.4; Nr of plants: 212,Tomato roma,SUMMER,53.4,212,HortasDoVale-East (HDVE) - bed 25
2022-W33 Tomatoes small HVE25-S,Length (m): 6.23; Nr of plants: 24,Tomatoes small,SUMMER,6.23,24,HortasDoVale-East (HDVE) - bed 25 south section
2022-W33 Zucchini HVE08-S,Length (m): 21.4; Nr of plants: 28,Zucchini,SUMMER,21.4,28,HortasDoVale-East (HDVE) - bed 8 south section
2022-W34 Brussels sprouts HVE09-S,Length (m): 13.4; Nr of plants: 17,Brussels sprouts,SUMMER,13.4,17,HortasDoVale-East (HDVE) - bed 9 south section
2022-W34 Celery SGH1-N,Length (m): 9.8; Nr of plants: 156,Celery,SUMMER,9.8,156,Summer Green House (SGH) - bed 1 north section
2022-W34 Chinese cabbage SGH1-S,Length (m): 8.02; Nr of plants: 64,Chinese cabbage,SUMMER,8.02,64,Summer Green House (SGH) - bed 1 south section
2022-W34 Chinese cabbage SGH2-N,Length (m): 8.91; Nr of plants: 142,Chinese cabbage,SUMMER,8.91,142,Summer Green House (SGH) - bed 2 north section
2022-W34 Dinosaur kale SGH1-S,Length (m): 5.34; Nr of plants: 42,Dinosaur kale,SUMMER,5.34,42,Summer Green House (SGH) - bed 1 south section
2022-W34 Leef cabbage HVE09-S,Length (m): 13.4; Nr of plants: 17,Leef cabbage,SUMMER,13.4,17,HortasDoVale-East (HDVE) - bed 9 south section
2022-W34 Pack choi SGH2-N,Length (m): 4.45; Nr of plants: 71,Pack choi,SUMMER,4.45,71,Summer Green House (SGH) - bed 2 north section
2022-W34 Tomatoes small HVE09-N,Length (m): 5.34; Nr of plants: 7,Tomatoes small,SUMMER,5.34,7,HortasDoVale-East (HDVE) - bed 9 north section
2022-W34 Tomatoes small HVE25,Length (m): 5.34; Nr of plants: 10,Tomatoes small,SUMMER,5.34,10,HortasDoVale-East (HDVE) - bed 25
2022-W34 Tomatoes varied HVE09-N,Length (m): 25.8; Nr of plants: 25,Tomatoes varied,SUMMER,25.8,25,HortasDoVale-East (HDVE) - bed 9 north section
2022-W34 Tomatoes varied HVE25,Length (m): 10.68; Nr of plants: 20,Tomatoes varied,SUMMER,10.68,20,HortasDoVale-East (HDVE) - bed 25